Math_Grade_6,English_Grade_6,Science_Grade_6,History_Grade_6,Computer_Grade_6,Math_Grade_7,English_Grade_7,Science_Grade_7,History_Grade_7,Computer_Grade_7,Math_Grade_8,English_Grade_8,Science_Grade_8,History_Grade_8,Computer_Grade_8,Math_Grade_9,English_Grade_9,Science_Grade_9,History_Grade_9,Computer_Grade_9,Math_Grade_10,English_Grade_10,Science_Grade_10,History_Grade_10,Computer_Grade_10,Gender_Female,Gender_Male,Effort_High,Effort_Low,Effort_Medium
55.03090762921693,75.25712192757406,71.20161156351841,65.34889132562336,61.63019804976789,69.34775838051021,68.37588515414258,74.4151594575978,84.27071673126581,54.18251458254492,89.90618128277325,61.07903353409552,70.34420045788387,93.24146676444909,58.58390034658788,69.64520666110946,62.882655313797294,86.25575832604505,52.67154740057458,62.08653809604287,49.22068833019691,53.60816141066823,76.75533428277984,64.63763133873552,86.81550405443998,True,False,False,True,False
88.57311020877427,61.916047030406,80.94763438656062,71.28770129715294,65.93568446606831,59.89101169768792,71.57209104720754,55.74870558526651,63.738924367055525,90.01989945029631,74.68720977584792,83.38498451424773,83.70287604026072,53.475899096018445,57.89099699472231,55.39665327416157,78.22801417008658,50.844218293204776,89.86125490548388,76.16381247289547,81.21970839705314,73.41781982361489,51.89971464137415,79.89494850155337,63.31705300705977,True,False,False,True,False
78.09920089100669,80.46380267357532,71.37917241174948,70.95782127465367,55.88009191806359,53.511740896829856,60.06673129687489,67.58176140620576,57.47761392428791,70.3172472161804,92.21274962124669,88.39354409499322,66.42954537764753,73.34372510132351,49.42982600874734,53.78863469903886,76.5462031450873,87.63294823044595,65.2530282726148,71.6417371969435,59.182565730782336,91.59645600865473,79.94625344692231,56.57504948928848,76.5246674115597,True,False,False,True,False
73.29560546042558,58.542384929981424,81.7163289758112,53.25862594429371,79.37586746716613,83.71007398995962,77.79885145726995,57.1293870967897,85.63139988543684,66.63221838992604,85.18296514988776,62.68379628786544,55.355985436734045,54.05130043597559,86.21921709312483,69.98298521249146,53.410085055491045,66.48943794496348,72.18271543580539,76.98433545258742,86.0028129055558,88.87787788758214,66.4575328428422,73.81281630305588,83.39186898140301,False,True,True,False,False
67.10608115880714,89.04559105393396,69.57154520934145,91.29075395707024,73.13346647582532,68.28550105363522,76.63358122722484,62.65238243608117,75.38680084821931,46.95647774896521,88.194656900394,75.76733442219037,53.6554870773214,68.87317867582944,94.58481554154,70.07814403281392,48.802525737779895,62.1486531667836,65.23723468617735,80.88605347180346,88.15845905434212,76.36402598601283,48.54700248488695,75.54058195829775,76.1220259612092,True,False,True,False,False
59.63434544257762,76.09874099789205,84.59969974570575,70.02045537184291,77.23470002255557,66.87528443308553,69.2656895489226,58.02438551995546,51.79320220889129,63.79498723258524,79.14867755048164,60.23302493096682,63.17559635773772,61.779268891721685,77.73283241630565,91.52365847510087,64.09990363667573,57.35104857968933,83.404276550518,61.990566369511455,82.88044755414242,51.92718169709672,84.40419636323078,86.59984847813448,50.57123288300058,True,False,False,True,False
51.87193102601121,77.40709698862467,55.164017730199326,47.85024736857772,53.06085228658597,67.33213101080679,77.46668208395005,75.39693506076974,51.31818325413951,56.15733861304522,90.0154491546533,81.54067453905999,81.30738735565993,69.89342836074263,70.19510886900837,59.60253796042175,59.66791021995826,68.98247437769822,60.39354427073712,88.5628671505409,85.55985474145683,69.65697693103427,72.07782138613331,73.87252731602734,76.96301538573607,True,False,True,False,False
61.38304673740071,49.69122434831877,59.17222378667899,49.95979307140418,69.8733997343156,80.26069968490988,82.37729838481927,75.10097897510994,73.7703490114748,50.03748903752466,58.42829715135406,82.37442939236485,74.6323116616451,92.71493344081917,76.93425754469075,83.8428026706196,89.18990501018061,38.60844010689452,57.71585924214431,67.76122029330318,81.10793392401763,51.1715583768928,81.86152231411202,56.02035422163185,70.2628540346492,True,False,False,False,True
51.33976187514009,76.64740046626066,65.5344812824987,54.6421079229769,55.97309047079664,56.03928168497066,85.46343817261754,75.00788478584425,81.39323213229966,52.001426474843626,80.04573988143065,68.25318437867851,56.8365381791922,50.19272849543055,54.77673743851928,67.07199982342517,82.33803850092671,66.97196406322378,58.52474320820602,70.15295130464368,59.480579570221984,70.19648713250452,82.22346804859454,92.73078031157635,63.48538190000842,True,False,True,False,False
75.0342243112697,75.15560371154046,92.8801633332301,85.79301176098022,56.03882879881328,93.39651723062546,57.07967910216325,60.39322821696553,75.73621072158029,91.05078759586796,53.65477893810321,75.5416819338775,58.980275882400605,83.8283366885837,98.31022746964106,75.84116402254786,92.80448104286629,66.06965838241493,86.2371707380964,74.03936975465923,64.82958441469978,51.86878085604202,55.38981982360338,81.56864778955624,70.06842734316155,False,True,False,False,True
63.86580244901295,67.33687320841629,84.3157094172589,59.18870537851766,91.8211231382724,71.4732288547039,81.84052599860222,68.80178816166598,69.87752081302335,58.91445842501751,59.712510799428166,80.32587570823458,67.37099147132032,75.39171714482409,59.31246470239722,50.30649994120776,73.49772156461084,68.98798295405595,89.42062298784789,69.8466745081064,61.82918794542427,78.97318027392531,72.64657166545915,65.65201604458638,83.81588365616922,False,True,True,False,False
67.95177292333216,62.08171778985948,72.75045941158736,51.36868973024481,71.41166172168677,84.603544151061,67.54555420877864,69.8937314281748,55.26118328486159,48.48359731400447,44.18498893269003,82.03128772539732,68.36411608805541,80.09598691602399,58.81136374055729,54.77745937299299,56.84985500467941,54.5556655795904,63.21688258822477,92.40898107489495,65.27729885214285,73.7891475077229,48.196003567600656,72.12120662905139,73.94346365679252,False,True,False,True,False
83.34294644646448,58.89592573748148,79.03944055910159,65.59435409729988,62.58711634892069,81.00035583907987,59.04340381435008,50.522454758051424,89.61218547144865,68.17017753684557,85.32989971625244,63.97094417692793,60.301508860488894,91.33750868103752,59.86611726538506,50.82759415052672,75.49143036261307,66.75375238238858,87.81857767688528,82.65959889074583,64.78803614042802,70.65121895439651,73.2390906365496,87.137209775357,79.75423400194792,False,True,False,True,False
93.40076451980572,77.37556103384321,56.88928041577427,83.19493332118692,66.72016467220801,65.75234702706064,58.60286523402473,78.11807149079111,73.35446379230319,91.29114747081069,88.3487666055535,90.74615144111696,56.03873794897631,64.10376775227398,75.65575308394571,72.02149064683857,56.78931946853663,71.1155976054591,60.21435883930297,68.03128477579254,79.5541200182274,58.53509447505118,51.36284382701053,88.97753929967212,67.11308155827545,True,False,False,False,True
76.50864563643793,63.23639738067967,64.93566453749213,85.71926271387522,77.35917195004004,78.0071144587918,89.27906611083236,68.37326551824147,60.24771819116421,65.32627212814815,64.29145302433166,66.80005325669426,81.90234046251479,61.20825806077979,87.32255950260998,64.18259718190991,80.36586719158167,76.39230158572343,88.62050783131485,80.86135432835451,61.189965960880414,81.32594600786106,60.512166585518976,67.49614229772723,76.20235481076658,True,False,False,True,False
72.69242999906497,77.60120591938218,75.8139897707069,58.19509535692183,72.73338860308321,65.63705900084962,52.81487944341615,85.98898298988692,60.83028238388573,63.38957284104288,82.61197586554894,56.666104349622685,59.47830047387379,94.31859165158794,79.58956302706143,55.67809639745881,66.95768625205723,66.0768880907373,63.089056044422136,75.88900710069363,78.63315197982105,67.68775363821476,64.27562256155473,67.3594979765519,95.42058155872871,True,False,False,True,False
86.64857147113712,42.06916971989688,50.26938243966792,61.29682378419192,62.19537644469507,83.11396859589343,45.034013625103846,90.99007416054314,76.1374932574113,47.30854914066825,65.42159662236448,62.37473986749996,61.98833201509209,93.219846024273,76.13778136479154,54.90370223374303,58.25327775556534,70.32292211038458,57.69653639314082,75.45504206162843,58.04488323164345,62.59735213936548,46.30566878884467,78.38225505550639,51.327558410710736,False,True,False,False,True
71.86264220989514,71.40935629661872,71.00172696080158,61.51438034580284,63.765703378574216,62.04531202725479,55.99057467815328,70.8989724074517,75.65943440637623,64.91555824062979,57.68352256835836,60.42616138701893,59.08837340814286,58.26201584074228,77.38418105319936,58.43983340981084,58.52811032433268,81.8048802102938,45.82316986962736,73.48265227840152,65.37229263027268,73.38000258357765,59.31303683780821,42.02753796435895,56.44638012721624,False,True,True,False,False
64.79386928013561,87.85760735922054,85.69591678369146,71.67587284807338,72.9492317904973,65.53125791104569,76.37384176202936,53.9602832126565,52.786526187990376,59.42595391668587,58.25708652796302,59.88040886919397,58.77026376248744,84.06656951152685,72.08489337665748,72.65291545019289,66.21013362913675,68.47841657180264,75.42218799577003,49.87953753739087,82.40184823170685,87.5580725040203,74.67968834887036,89.88459440052452,75.3648664650171,True,False,False,False,True
46.23318557492511,87.9151838565826,62.177279682382135,86.53127121038109,53.32938949062443,72.68089890930675,61.273757535090034,91.83815138282417,87.42558481789769,75.01774776545281,73.19433363377522,69.37589599218455,82.05067723063772,64.57989583270488,82.19034695967427,81.68326829518239,76.86163119732943,85.6394841170205,59.58916894259014,54.36601142455434,76.62064995852968,76.55626837372381,97.52144071151696,65.58270576821911,85.99825034169953,False,True,True,False,False
76.7003355522235,68.47456111493325,46.124470523539486,60.92465957089145,88.5537703578554,66.26188207178497,60.93803187340958,78.72666230663354,84.60084388596323,66.50789765660294,89.26499115730611,86.28449405843388,58.7249736870101,75.22724922470256,51.3762216875635,45.52406948107438,79.9805152652373,59.931485862806525,76.16115280988323,70.25614664700399,62.58197969765493,68.03783454748545,59.66083594768191,65.02377558251645,61.13572444789283,False,True,False,False,True
81.3041525854457,80.61840994543994,55.41094642722948,62.20696752570278,78.97679134808136,60.73496276792071,53.209451937884246,85.9342184765402,86.01617933245038,68.55430768132014,93.57364625392546,92.06109197370714,70.08668217246117,66.72320520656615,73.63027901822791,84.11039786442777,81.64195535169485,79.18458960077353,63.87866938897889,78.15840488680756,61.608200825798576,80.35381816730352,77.05437009945534,87.5500992182523,62.48796180354861,True,False,False,True,False
63.86846311323552,88.2672653891813,91.63369579286204,64.64960967664013,79.86648192026757,75.74882718281448,54.44322043755132,91.57970535575168,88.58308543204525,56.04443585871714,86.5870027586967,85.08327048643308,69.05485675535745,78.64889776716396,63.30450077594799,90.1252396134121,61.19255084552931,70.70833096499081,61.5281366512336,75.28714952672132,54.25472641722165,74.71917350485727,67.03205739518529,54.66091229172253,50.687886243055885,False,True,True,False,False
83.03089335820877,48.81307875265385,80.4719506824169,57.13688673854984,75.88781431664277,51.5711693523713,52.67358365394515,76.01533861472686,79.95945879302667,74.64945002945178,74.4321931457713,75.09422831055862,57.93124043375881,82.24141285231619,67.59648890057703,84.1081451267355,85.4288968614841,68.0256286963619,73.4535274067832,83.64753967556236,73.40284982481882,92.77639774408216,52.229898475329925,70.06870761395716,81.7705220385767,False,True,False,False,True
62.65551776791044,83.24680294628814,51.90560808302431,70.46115284146313,54.37954678596341,56.87733076144482,59.96981928983837,86.99860392178718,85.05628259705144,86.565633237801,81.28221106278028,80.04057310351676,85.84129457134328,58.72891206270691,79.28947242583506,75.74421525457288,69.39416927365065,51.89187157908025,73.86147567670514,58.16832434493142,89.99271967890797,52.35733433165123,76.82422039333474,61.05733143636765,89.49482600843771,True,False,False,True,False
60.11906933223387,71.91609817414,59.32761131391901,45.79366805711718,71.896585554901,81.51061680483909,96.11602464719846,55.17636763890591,97.73572734936128,63.49371529912998,69.88772244877279,48.674707485821,70.60137626869908,63.94904289790304,77.96132224965712,65.6971673456596,79.34455623280942,58.342953770880754,87.64679878822085,83.38022937357142,70.46758321558599,94.1351463239035,65.77620914266475,47.65702481241444,78.8910001836019,True,False,True,False,False
76.6015519406704,60.25712250349939,57.54480746043198,82.58581438692434,58.29468907611927,75.74704934268217,66.42070630934279,76.92907987180998,76.19239757067916,58.36826041744969,66.98968512193755,73.34066939010135,81.50801825161015,87.39678065315833,81.00676000220085,72.34486027717963,65.98737987804819,67.8073086992481,63.224895107974255,54.82037622135254,71.60232190493846,70.62740960789239,59.81849757423085,87.43283139702748,91.00424288254108,True,False,True,False,False
59.99013208727612,83.08696188971889,58.1557245493706,88.43339256334075,62.97537519760536,49.99561510644536,75.59201312567014,59.60928962763777,68.6979641369199,53.37906636790351,76.41634756867096,42.52057890416821,63.60429326902074,86.44482956557484,60.73546076183954,68.04730946321315,55.72993339699168,69.76115465738226,64.55198467683253,82.3890105238909,70.98666877111673,77.2307774027838,54.96071325528567,97.90562496358731,82.42213127139986,False,True,True,False,False
68.04534336000748,67.52225389964188,58.30597560447912,71.73767106955108,65.98464014551149,93.68360799202428,58.97653282813344,98.9889578489494,58.14591205597348,58.44921409117702,68.06951441143617,67.78248625057189,55.3406959204106,60.16948040832317,88.30593535290939,55.57463936024031,82.23081462318329,79.53315597512916,94.54638859674644,71.33232564560414,57.15363139452489,58.42182502676532,76.55210422732968,52.18954153925724,62.58412923137399,False,True,False,False,True
67.34757267790077,88.0118613777775,71.08830556795266,71.89979031530044,59.98671140110255,58.7204214939793,77.93396128093914,71.77681918608502,73.90766915097653,80.10389656833598,72.6043729763268,56.63346287073525,61.66231298892291,92.46480125981016,91.08777680040372,85.82634554931431,78.12123441981797,74.2342782059524,52.62557559652316,64.76853552297946,78.88336406530868,81.74414052467341,54.98853911122663,83.09984538900605,71.77154377590674,True,False,False,True,False
51.77890087217812,73.35650291138437,61.30748163365957,45.88910829848974,72.1274965112544,61.65439889804534,76.32230399654847,59.98584627989496,77.53792896192437,58.05808566953303,73.69327571182285,60.229621980841095,73.14826871780036,68.84244005993475,49.97803965693353,97.42386122182296,72.81677397019418,86.09636473894578,72.94661401267106,84.22560644801533,65.7833367311842,77.07173434556677,49.07741134235887,65.16002030337235,78.0466732949535,True,False,False,False,True
57.83596262284928,66.2945434772218,84.32867358665632,50.803969751456215,74.50005760464512,64.25799272816418,77.8827999784156,69.23511913975825,61.633353568551904,46.40077305981079,89.14231022744883,56.22315687311861,91.08428120629446,73.11902671911868,82.61281920631104,48.06733494291272,69.41156682193689,63.94468230782975,93.12900794343406,65.44874881306345,64.32973380132972,48.39171690624737,87.29920014731537,71.91122987527905,62.62041567653402,True,False,True,False,False
54.5172915008213,77.51938777623506,58.96684106641021,74.28164703011086,53.46807504309419,63.931476816594,80.41732059396156,60.21049114002077,80.56888412088185,55.35060233366019,67.13500277987058,85.19545301600844,74.22274263712485,74.40608513025799,90.63052246424654,65.30982325008027,68.8373492878101,52.78487071683244,80.89087114995341,55.72997114679111,71.46029575830532,75.56299030813027,72.27488073350973,88.78460127338745,59.07673435276315,False,True,True,False,False
53.065858338499496,54.18700617301867,88.28188511717451,60.07499943939222,86.7150770072796,53.519394295473134,74.95818863373282,57.23662392189329,83.11770630830523,71.62192674616385,68.96336203910262,82.91204169233771,87.21015865418401,84.96322016609395,68.47390279685365,78.00467983512965,65.0359140927248,67.65979859567403,56.223606981956905,75.2652553069718,84.08097584825941,54.56960346173883,86.85219675340595,63.34195027811115,69.22502737123229,False,True,True,False,False
56.1347633512923,78.41732719594995,91.024091463468,76.66722885570393,66.85547576290693,82.25810160863101,59.19852964444126,61.93153685712854,61.3957753077523,77.639193110867,61.59128405863976,63.09988682082682,53.56861435813728,49.71640471389485,56.05168465380007,68.85395811464397,72.59278053763013,74.10098522899642,82.02949514855773,80.04670188020152,59.34173760223492,68.21079802237573,81.63868660576688,53.88364392822552,89.78882472422269,True,False,False,False,True
58.35839268058268,71.54978181859944,62.76850610107621,69.97092421363314,89.38316877314922,65.15182528477213,80.33382138182124,54.316858867122136,71.30061257872309,47.974645851587226,78.65100839557884,70.6389247293897,53.4987734887065,88.19328807913665,74.40063418066089,70.74556246460854,62.53166256105231,59.27641166564997,79.03026551873202,90.35622563184047,62.94160646725475,56.69952580499528,75.53517128870403,73.81786674137243,74.11449071191984,False,True,False,True,False
59.48244501433707,73.42948539985473,65.56388477166557,58.76179360631299,49.9284055436532,57.39824611168643,60.2346608560635,77.63778089728325,67.0903898982085,91.75366090068476,65.41591385979206,55.94808186698814,50.67356932609725,53.8760532355704,75.6316652491056,85.40984265177843,81.7595806324428,63.40562846437703,56.9141398243,78.72548467190607,77.62328386694888,81.24801086918748,49.7211404238397,70.63258559339283,63.93328594767745,True,False,False,False,True
89.29922381652207,53.78824499206256,65.157447772383,61.55983879331094,77.70607818786225,54.944034006164976,61.53528064986854,80.04970005563965,54.58995942887654,77.24031466644068,90.30635135783297,82.5818800856509,55.17842225168698,58.85670573380577,55.93793005313544,80.52513488904421,62.52022099171918,81.8925795339352,73.7450064460401,49.13065366990281,74.88734110854021,51.430018880176064,87.76787601324804,84.3599157580902,60.92805039426067,True,False,True,False,False
55.55761800650868,93.63445473138154,88.88810028430294,80.952672511417,56.3388304878981,53.49601566827744,70.76538874755285,81.71971304827417,78.44403033202646,64.00466259361959,83.17437754284481,69.38733959245414,58.52634298278279,80.46361599446615,74.34897984607075,78.36492503803098,60.426351198016256,84.77129989274532,88.00819291454005,63.20329310952624,72.0637510285514,94.98778145827195,72.03871878129793,58.62265405210281,60.54089002393211,False,True,True,False,False
85.10211187591673,54.32247112429055,67.51939100686819,90.6984572738492,61.13702250622405,74.93376287837268,70.80746842419963,59.64324654720316,86.19115048769673,56.42070809374016,47.39172895290153,53.40917019631764,48.56789282215741,55.84682335756693,80.69382783107561,59.97145692420755,80.16880099702968,75.6070820150694,59.00462394615101,68.8921783686849,62.72485156601295,70.34656696037511,79.41230889832649,74.37378314730974,67.02281311064687,True,False,False,False,True
70.00831841352516,73.7273060567007,58.3466449852226,65.16983455822252,65.97076485884672,80.916930963765,52.85795560608166,86.56264034428077,50.53081888487012,70.70114000734266,61.301654482959634,93.05533873530214,80.0270338671035,76.88844556596945,93.87175676540365,78.99971048889267,62.522897937051326,67.25691863448156,51.76007956438514,61.81943345036697,77.00926152585234,82.79133506998615,81.02501591973522,58.95632485618441,52.45683525177443,False,True,False,True,False
56.761879492118624,83.94852836720423,73.61042434632341,60.16342623665849,60.13866112034231,54.0542581501404,56.475970283323946,55.8723678175274,66.10869556595534,62.806336018870624,64.69041522886526,78.085200035397,59.21428844063428,80.15671712923937,67.38703018289893,68.77856208362817,91.2048411698922,53.57759860111503,64.28464226365185,63.78771742008328,71.68867051249642,86.90010740302296,53.80366283043568,66.85569550899409,83.5999420817896,False,True,False,True,False
82.47863853393714,70.86377101618065,51.72237901652208,89.32593470594564,65.29787968525137,51.09758012245088,53.17444000976479,54.13734132315379,87.15232094456925,70.56887026958266,89.68191315786402,62.46353304869911,76.50308482702958,85.66156961355333,57.83171865909756,85.05371559705206,51.37811138785426,77.04835580984235,67.32816956600888,70.08789327506257,64.74437860810134,57.66694252135656,63.47914593145673,63.539600145860206,87.71183124106236,True,False,False,True,False
60.57748963639604,46.371477749946095,76.89830195932436,80.4129242885274,93.3035415291437,58.3337013749366,66.50422639953288,66.40296541427539,74.44083929512256,74.59976603142451,84.98223587790083,73.63916998502677,46.07021459337279,74.85428466648537,66.53334592820512,69.56583252176648,51.94632712620074,68.76046299772875,81.79760667949357,69.36447179013574,47.54929881388032,62.24738308482483,86.93467024115287,85.85586403545135,58.599908386842685,False,True,False,False,True
65.38926353500531,56.93018750871703,80.822380651997,85.59061033803519,91.08164305995376,78.56163390025651,58.80426158943844,58.86346908032804,73.4794728768059,59.03494067481199,90.13270583679024,48.86098691607106,51.46289489496731,70.77584525256285,49.35387609622145,87.66865131322923,60.08727014614771,76.63993354495817,69.20377860149891,68.2472077326924,79.1392606353864,88.95802940301859,56.58692872646608,65.58926387425547,82.73940846135307,False,True,True,False,False
76.67974725089898,68.55148114686217,78.43478705280582,73.35683040152296,52.925820604548605,97.53639151950392,81.08905937687099,89.91649078292475,69.1179088259096,73.28589532341543,71.8241339282898,72.15063413804988,79.53329194312143,74.84952421382404,69.1712939017585,61.53509732037927,66.80344597428133,70.95108709610938,63.93911671249906,61.97543442745901,81.00114432043746,60.55855811700452,92.72532644004012,78.09733226202387,75.6565223085939,True,False,False,False,True
81.0444918464659,80.00328332446936,66.91919403387827,89.3614818241198,58.7114828541735,69.39908317559602,80.89979707917594,63.32843441950103,72.76982741542498,86.12601619875647,66.84345355928424,93.7574342879512,68.12368911310753,47.92984545451722,59.05680496868784,61.204359012846666,61.08654162888366,66.9333447835981,71.53178756488727,56.004823434577006,55.46949323711171,49.637765343958506,54.498012792514544,45.35736112966802,78.49597389829844,False,True,False,False,True
73.31762183327098,89.78653699380311,64.17974645309579,71.00098940660679,46.56161244849638,63.904008566812976,78.84176028623486,89.03783746270037,69.31275977236609,71.12958865164153,87.88219725044846,51.76301913343267,55.33931707749509,75.06428716360531,49.95793462747908,72.98319112665223,75.2723208475868,65.46846154902067,81.16228965222243,71.9450205718515,47.07429797503693,81.15949233012435,58.60395171589041,71.0030126514963,83.27551190621486,False,True,False,True,False
55.83742330614529,67.03242558306653,50.12841318656245,55.99745187483294,73.64803728706633,52.78030679368368,64.93823543217812,69.11090942956395,89.7315534199724,58.90297257130824,67.25130714501331,67.87112680528949,45.15949959033557,54.77318026113702,54.66583622714216,73.5504081436111,83.40137334320244,66.26439254217021,69.28864532736,68.98126653679628,52.400395838692525,83.61448149283872,67.86380020729509,78.06202553995323,41.826934641806886,True,False,False,True,False
81.2108364952468,91.23923174340638,69.79891270672829,52.0409510415959,75.58293841602558,61.27397091971957,63.66521541642053,81.56551569344732,55.65773698379364,78.90578399333556,77.26140411577329,63.46859144008888,68.70434100218696,63.01338506386628,60.65844428477821,54.4334499787637,55.481309319058845,64.94209746510013,64.2308284021404,72.34151470896629,81.66474624640573,53.978974563847096,53.56973333371267,73.28150193975732,68.19952106854444,True,False,False,False,True
66.64456421443155,58.98650343745344,45.10119249200312,66.69269240379678,77.11910140794497,65.40518573966145,62.89995470788696,75.66201762192189,51.26111380354232,88.3912978030853,59.36404588115618,90.57919433154844,61.38098101162048,92.35552131763782,96.7596481598396,72.34587521349772,55.62342635084487,65.84618280781474,74.38883744985557,80.55786758200914,81.00502165406337,81.67894775670933,69.27646111502047,90.56521694216028,80.96799275961246,True,False,False,False,True
64.42027207052648,73.74333023506824,81.22486203520523,59.02434810773193,55.52169651015968,73.29917808918366,61.701088054756006,84.11190071051298,61.37040339967656,49.79317502161784,59.64705030640084,72.0909505264958,71.03879054565802,50.53387040327824,47.72148580862833,88.36136344893121,64.9617044054915,78.7731601139476,64.60109154075052,65.9305336320036,55.09681575370397,84.66909410790667,51.8276636265776,54.55493831960951,78.31853197821148,True,False,False,False,True
60.13745176009903,80.57509756457479,57.35659561515974,57.74063927211259,69.37544271274103,94.55827576097585,92.54985393854884,61.771826766319535,52.73966929623669,70.57384260699004,63.01833730922598,65.9100787808373,61.15836477104107,78.29157184577964,88.55593149024926,49.55986127900064,77.22844376140615,75.23301377931293,68.89006548350899,69.70869323782424,86.11818805554302,54.44956985294728,85.04676826032144,50.95330331888533,54.53541895954503,True,False,True,False,False
