Math_Grade_11,English_Grade_11,Science_Grade_11,History_Grade_11,Computer_Grade_11,Math_Grade_12,English_Grade_12,Science_Grade_12,History_Grade_12,Computer_Grade_12
65.95392606661235,63.94963389164209,67.30026151688396,73.70861358124692,83.34044060290601,68.51779455237681,65.80320537615135,72.58798387439015,80.47439281806078,85.41026424254956
65.28462765218515,75.50834940399984,71.73255157010055,54.06364392375767,57.07174216810856,71.69946210998889,75.37477303406644,68.72261340709635,60.521414690955496,50.78918374548922
69.13813714203084,71.08313729096474,69.07626135179278,61.39043929812603,69.01618144479804,70.45289457159956,73.70543199863526,68.97993765508184,59.558918826194606,66.17881867484945
68.28099342483668,83.91202578665707,77.65960728510676,75.42395965070656,57.92772879398005,64.75892772646831,85.67204097800546,79.79388221418832,70.23219353533561,64.7791252097856
69.93046912464189,67.58847854963501,75.62456025254605,80.89908512138187,60.88969060477311,68.02331784005526,79.1078157105944,80.77337403709049,84.86689489876814,67.89608188730965
68.3233479052207,72.09079316692937,54.21977353494963,94.46842431481338,74.36455895712248,82.52180389767449,70.74805659348701,61.2040732235427,82.59723941814272,75.7141215996322
64.8188708932692,70.41455451461702,59.20590624707209,78.26878510986768,74.15302262754717,70.98088396356995,65.01868912969447,69.80962120013916,74.11549624443185,74.17932432197564
53.55610888378366,59.77309828086951,68.36072655669811,54.464679837929104,65.33709062525372,54.942301353028775,61.31760042693462,72.7347116471303,63.7986843883073,73.60853982623954
67.66348374318906,66.32463775975268,68.10422336259288,71.77890599809959,57.21445629860384,73.63617000527421,80.2917391778209,62.88355848050882,69.72356964942958,62.07482600076389
65.43728388680549,71.06028803456863,65.69558230272628,73.64666605029458,81.84825562938184,71.22291766524316,71.17924182506924,68.72021564510251,66.34599823105954,77.273724941918
74.25161077282053,73.90436326715262,66.21963300803439,67.31652471779492,74.10495914876572,73.47189654974794,69.27472158686399,63.45887223921576,61.54783978872428,75.01339339552288
56.78683119767933,57.81214850384839,73.53968638003924,63.85694888533905,73.70564331648815,56.32839612879837,61.0547088068777,76.17719048376821,67.8407688326169,68.71497728918798
71.32457946518598,71.22235036879155,76.85324862212231,65.01526596359099,74.55681590762616,73.26943054472319,73.30792637860561,72.21193403883261,65.96769352910576,78.43908371185657
71.0832424967701,65.17516835764565,74.76683552589142,75.3997762938439,77.30730417201737,77.74157096319131,66.95410252584747,76.47797612093179,70.24150475289953,83.90512613838946
67.68709077580722,65.6698794981557,63.61412715669073,60.06660098047493,73.1722037481477,73.71198879103183,64.61455702331351,66.55215160007528,64.46217243564367,66.01237251785116
74.41502637777103,74.30832238496627,76.47142650057175,69.59271193961534,66.44659830329987,82.80566486607145,73.03390734125281,81.65981292240197,65.54194579506145,63.06935635075921
82.22384478246263,66.62285777370937,65.52268763161403,71.03248890724225,63.6443860492291,68.51976949547844,66.54740804144913,64.84181833382198,68.61137563721933,66.74603624293249
79.13637980348231,75.10698722293158,74.88917938798627,69.98589918078574,69.81142110531776,88.27469942354995,75.12315816241116,62.47436853553501,77.99057924797944,71.6957911345585
74.18999544543284,71.25727112491928,58.835750468916274,61.40536722352331,76.25410108637625,74.11971151307809,66.34428706469868,59.84731945133951,50.45093940312819,74.3804445257074
70.40098793712802,69.39340876045225,66.65953633825517,86.04572258304549,81.16910014865904,68.28871173173177,65.27490916198107,69.93603926322446,73.093879687956,70.06398106138657
70.10226479820669,70.25201429866252,61.51085953997585,67.95681718965267,62.51349918474185,74.05572936018602,83.72450506509972,70.30930605747467,67.83199269186461,69.76605438150948
66.68415098113479,81.18512409594426,61.41195108919917,69.1930737518403,70.92632742530424,67.88772973494669,70.07890161435101,66.9612330739718,75.6891605745718,80.31081963158415
78.8080510673618,79.44305875761307,73.43886983418093,62.33716903767441,70.00558929802861,74.92196377896074,76.95141769740762,70.64526810625844,65.22860347122808,59.72254997544559
72.10059023040692,79.69941850680044,72.10692455077881,72.70119479480186,67.69768123671876,67.38810630474529,88.57040708821152,69.37167583079736,67.42110090860828,75.61134694715454
67.31498176402073,66.79782641947172,53.57642289545685,82.89028346868507,74.49228059085584,67.43212569910523,67.59907117657427,59.30667154191045,90.0450630943934,65.99365425761603
66.64151737380669,70.07965788946778,65.16170805051473,68.77254539781643,70.73161772290582,62.78105584208642,72.04845813238049,64.85539644735354,62.42785740337644,65.0651375860486
66.92338613271419,65.82386459993101,61.15678797694868,71.15738557687442,62.938570633670274,65.01399658832112,69.2259772078598,60.40202806307991,67.94446834810839,64.95117087614719
70.91936871373338,76.88916008116259,79.23324791758326,62.32840620889732,69.01361509898972,65.2772482617578,79.21934235134107,62.25913810402259,65.45981709648333,73.45785896886952
66.42678433888366,66.84051638432324,69.42144371897123,78.91187062502226,63.5358244499956,67.28968198760558,77.62063781568352,70.8068960845896,76.10232527015685,77.31846144589343
72.76539109725044,69.656749978925,57.68187403317195,73.21654547694902,65.93205522901309,73.17208427041105,76.19831772450969,68.78318130079313,72.18063422339551,71.5740450435881
72.01549467795738,67.60412910315208,58.5921470919608,79.01497056413555,67.45521139300072,73.76313992776949,70.57409778946707,66.32654724112986,75.38947286816278,76.4989176256947
64.76076633264783,73.44574882255085,62.64456165594353,65.20966166995841,67.25180862198106,80.04348687950434,80.73520613741918,63.83959300283166,67.59693022159112,62.66580883717751
62.02063645838356,67.99727743724853,70.2128887497611,76.52241748982641,72.5373163244747,57.97688301452766,56.79398046064065,61.737848497362776,71.2580568598709,70.56407490084679
68.78723084618416,73.60765636073297,69.19106458381641,63.75269861263463,76.84778194318493,74.5666374605829,73.92080521437684,70.64215456092772,64.35951390944413,69.6751128018149
59.06463724140266,70.36287468038408,59.076445074352506,64.70365875954883,70.72758459233438,53.3758726718146,61.89440001444,67.51223206229842,62.01410464447743,75.59064725368894
63.45571681465215,77.44148807875008,63.63908653716174,67.12378461430535,65.01865617802896,67.06069070575295,82.35411841055664,69.71796647196928,68.85440536579057,76.06515095185418
68.59495373123804,73.31930753581442,84.30358272761502,70.07478870152462,78.06578657578963,62.2088457808882,87.65237309842645,76.73066320173548,62.25858593016819,78.33096983193003
73.82660239087103,72.36304691660874,73.84303614069127,61.56074526771,79.3993837972832,74.11865443986879,73.87645167026818,65.90055509469275,63.01604607493146,72.57078082139272
67.56250267930251,61.86670864653658,63.19042978310438,78.3058304839855,79.86930453646838,70.67666027144313,68.83262941362632,69.50788606218673,77.05934685094648,81.56462669905562
72.14320882014322,74.03174439499523,81.2712453770812,69.57051667201816,75.39176937946495,72.31524423862459,63.25672555469696,83.80248190779683,64.7845894273083,78.9264372663473
75.79567821769774,63.594365866581306,75.29103118547374,70.1794305554293,70.85334314081979,68.52095455030975,55.5948724985401,74.4146523914618,61.11684608960277,75.9784849580467
62.8175378162189,73.95744820902468,66.53183311434476,78.72766985216279,75.40017134294985,72.02689592698412,75.54622784474,68.17167271474705,77.2204462758752,69.81613545066995
72.76603176884996,80.56503955866657,59.57809346473604,68.67033475553154,71.47275389670399,62.60237971686856,74.88679853155959,68.38124246427859,61.84108013483055,70.68180280987403
52.687075988954085,75.01930857272255,66.15303789634537,66.81665287992094,81.11274635655845,68.17936750674275,72.33063731101342,72.02666014792959,62.266115204441626,83.35112650506578
67.65108335256099,76.72497763546298,62.126511996495786,60.7120647637578,60.46837674624462,66.19387197438155,74.58237153613854,60.599131412569264,70.09172384949723,68.49829233431625
72.419516246268,73.06274483253063,71.02908418629131,79.18603752022543,66.78512192832788,65.50684489817223,70.51449347439628,67.48067990287171,69.83336792337906,71.01284693509146
66.82918843683507,64.59317175720273,83.79073692813397,63.537706438688936,69.19921258422073,64.5991331105347,71.59461506220747,69.9389640917064,61.75492346412943,67.41150582185247
70.80934109080181,71.4208898726567,76.86254310325977,75.8544716640432,67.73246795848138,69.79833712967812,69.5933502229946,72.82611925419134,78.68175011284727,62.82694831783385
56.78205955147124,69.49402571617539,79.78486627244983,70.66028071943315,69.98020878637521,63.35722277245072,65.10349938812624,83.3549665597478,72.09555304052498,67.2285198341907
80.51700665772056,70.46022694741305,66.45227716879975,70.80703794168768,69.91992156261954,72.53706798318315,75.4103338575415,72.32704024401629,73.4828140034907,71.07192437298471
72.72488509791042,72.84857547975516,56.43851073266707,65.60216569856517,56.35862733687436,72.47154813309535,76.62998901921465,59.29633238653872,68.13643104895289,58.02357827128596
59.0494380636302,64.07976092634365,61.60770108075543,60.241499982154885,65.87217703416073,61.529491937228094,69.55895132538441,64.11681214785533,63.00823170716758,66.24777692098758
67.28770508828367,75.81498644663046,81.40939001007841,65.54808000956533,80.25084235096145,73.40191014288949,68.81629681865961,76.37354137973152,70.79763418547316,72.33103099202036
69.03469952180711,75.40988634434227,68.24487776778754,67.22427344706591,75.35189880367119,69.68844394752941,76.74934948712769,61.187467859799945,64.45167837764124,61.286342629248566
80.92183762475355,65.50872604220764,66.10703945635885,78.8939908195604,60.09738676378959,67.6280435232756,67.08575935951752,68.04064942159916,71.34191298340326,65.47045195830387
73.57932417404251,64.46381946391377,65.3767940049617,84.04289269096195,87.12119342844008,77.91923754705638,66.96535797169852,64.59523105517908,83.74154555770974,80.20637471303819
80.88405246659005,64.95682914200773,58.104066876109805,66.09899710883779,70.56845750004608,71.37731963184655,67.10041014103616,64.65269732316949,69.53977279438413,60.98699674931179
64.32132816610365,76.82321554243646,76.21502460311082,73.65749850137112,66.75781505203926,62.17474478693482,75.56252535532293,65.74363123324778,78.27448209355842,66.10404000459529
71.7206037984011,77.55912956901179,73.99709088139564,68.22837652080923,68.76919014323107,72.9488009706679,75.35474761130801,83.11402469431607,74.8412390943419,59.994157528072
59.95794570407437,64.75663343249441,82.36954201171277,58.85653532995946,76.62241636694984,68.01122144751368,61.152618061810365,69.38126702157622,61.0707776120839,79.25341198006761
70.96950162920952,67.02394306618095,58.37518355406799,68.73698074693957,63.11903114007045,65.13219812453177,68.94683863825385,56.86461068035074,65.06534343342122,59.536202929854696
77.85591171591817,69.85256952382926,63.53887405784842,75.73703691915922,69.35890691528772,69.61614983355355,71.42396673016364,64.61995447277363,66.6718730452974,66.9552033907103
60.45566191673197,60.26648659693653,62.60560840507701,68.45477421384584,66.0939682515668,68.72690254748458,66.72842448878912,69.58700564137192,66.66546452384878,61.2868722151881
67.75077676306674,66.1806627774567,67.76568150252932,85.57508920901464,75.50499333758631,70.6121227608959,61.803415895465776,67.35903880913064,82.33161555180088,80.43674760896117
73.47725302203963,70.11885933499423,70.47390116479575,80.77336939254137,76.15281309355805,72.91432763112802,75.01514802320902,69.80793776704238,67.43766069428884,73.67758433425804
66.16373351894983,70.62735153885444,68.30742213178137,65.15723632325324,70.13416355679388,68.07568538949276,77.20297661658323,78.25797108347051,62.6605346702032,72.47264850128504
66.96937476704277,70.98545662286854,76.25858525855364,85.17507706381085,75.38606245067298,75.21611579455215,68.9885048821414,75.57408186672485,73.07515063540774,72.68899127748675
76.95530651146947,72.50335619103758,64.47355143202881,69.8268967444136,53.49560406250387,66.70187227613177,75.78382352604872,69.7994272393691,70.63548850345961,60.43235371831512
71.90128525979526,64.37246356880365,72.7920312110374,70.94047502055764,60.65917524586394,74.10944378318996,67.8147906781844,75.34774374079298,63.7471200072136,72.2584024775252
75.95805515902764,68.48752892988828,68.2660420089019,75.22078358106046,73.26827811073204,71.916669379718,65.22597642481678,69.65433349536225,65.05564073229517,71.39427664124032
64.94791379656567,58.97531510936388,76.74788718670617,78.3036228409669,56.26805714455929,80.96051812437345,62.512063858173086,74.91634918537491,72.94880879080077,56.607854239179446
56.214842818282825,79.5179969650206,67.64469915737263,69.78007261695966,61.37421701032303,61.03467359586446,77.29089041130584,60.74521832523955,67.93688442045166,67.52746639381853
91.3434840998526,66.33878206061482,76.45409919496927,75.63081799699239,74.96329335253492,85.04208358294024,68.51496342632242,80.302978444686,77.1752926374255,72.83630598607749
57.62533503180842,75.3146600740417,68.50202145490921,72.33800454139245,64.61017271183199,60.44486077859908,75.7664647279116,69.03179701783236,75.64552719783408,57.44418035357443
57.45777169960958,70.90113227790015,71.0595002966896,68.10611061309424,68.24645056660415,68.99200723596104,76.20601417044466,70.54547332269503,58.90438790104748,61.01500829811825
63.86263304026573,76.06347348768287,72.31891497382428,65.11163433256104,72.19111853363906,58.113927188880886,73.71114046422736,70.60990542281053,60.70133910250732,72.81427802312386
61.66644644434462,63.19248869720735,72.51837062533674,70.2203661790891,74.79036554663801,59.46948616386418,75.32059763499916,75.08047222285884,64.76068071189525,63.95382432928771
78.1023270543212,90.48851891817438,67.25563677433183,61.36519560525413,54.108231313977264,72.39043627730639,85.0617899195494,73.88561863117273,59.40779311109842,59.12372813251278
71.43840789828307,62.67264116014879,89.07466209018476,75.41950824951752,74.32334635926914,72.1663994287144,56.65999141734255,82.38300148075871,65.90936326189797,76.20818156114406
76.15773678008652,66.8387459826698,69.46708954007643,73.82496244423682,60.82333789175626,78.5156625623642,57.62675854278315,64.7848593702064,76.92301313088629,62.018722328704754
73.18102442056919,59.840713969698,63.65787914251791,74.68993350498106,74.67710285457439,80.92770436620764,54.07132963916549,65.91945935538767,76.22953353937916,74.58294853633352
72.02042644058466,63.366184963756254,64.94769169730311,70.23175389116037,64.18715551171165,61.879911218374176,59.4392176138412,60.48928706892167,61.68284456000549,72.77631322312908
72.11408375119497,82.30187296480523,69.72516811442932,68.04035107450713,72.50155430501378,71.38471729028682,84.90721637922461,74.7410150203888,68.37590058303296,69.14871907907504
60.17361535288062,74.11077276286547,77.0475246917401,56.20952656859989,66.71943652484063,54.34709835100666,70.47720219823718,80.87111318590209,59.01604383229037,58.19118339452323
72.7494592411287,66.99110063342874,72.47775995703374,64.73246029785986,70.3642447904532,80.03841913133942,67.61425253865843,71.55977202616864,61.01868222533099,75.07241477599383
67.39272336332208,62.29166899220499,74.97518847326647,81.1861307634283,60.85246544944945,67.40313882503153,56.7713372450987,69.03699999146406,78.52117556708527,63.07292113324734
59.23802058892773,58.02285707526635,56.287086634733335,73.14966718806693,66.9779622879201,70.5161040101798,59.27132535845933,58.67070956756894,65.13007893237598,65.99822581290331
72.604268458234,69.71708284616659,64.37142282874174,69.50711870886487,67.94852981048601,76.85535424494982,80.11302078006341,70.67175786530059,66.93370632594355,67.17551912120155
69.58134232959074,68.02791812428448,69.89799011224238,70.94596919167384,71.70844524421076,71.32168173723466,67.02984637769819,65.06750498312537,67.15825221121327,60.06205365432418
67.38578625367289,64.37431369950414,76.31100311560009,69.50366732006209,73.71114106131726,74.794929325647,65.19423573998681,71.65959356253745,65.87314990981066,67.61455274120968
64.48108911229484,67.32650146577524,63.939788968193,66.4590738746089,78.74468952808141,69.47568986185061,63.58772368089465,60.04064962938028,72.66324745776757,80.47165319012636
74.32717402862265,71.20271866366369,59.271004822913625,62.73942014520419,62.14593463867068,73.20330787751975,70.36401245769139,67.81998822906608,60.60193111195756,60.47061915250424
81.94231378631353,75.6490733595482,80.31602922060667,71.22069919050045,76.3185993129938,77.61005179129347,79.74233602495346,77.74854173945899,68.86761828147326,76.36549022312772
70.17805712581962,62.11566016126707,68.27102030124287,69.88306391565915,60.54887167941429,73.03310604965843,65.16180189102398,57.39568993602904,71.3589508421595,71.20334706276073
61.167458633446174,71.31193933560377,80.2056251392633,74.43909574760438,81.30020925380441,62.565585146474646,66.13006756917412,84.83307120536541,73.76791081470573,72.92026677306839
59.73905545409136,68.86370997274909,68.70316428898064,67.48852180279954,56.58427195019018,67.2109834840132,71.16537441839306,69.16556535259173,66.89397362056742,66.42752689853675
66.82874458751974,59.2362580865368,72.42694768718779,58.50540538920345,71.15497615457672,69.05534696620387,64.11863206053995,66.67637859681439,66.24301932802618,70.78458607966627
71.22463661381884,84.58236452653293,70.11810151288827,68.51684239227166,67.77429874872823,67.38821074167659,79.66774258881807,67.2663867825793,74.8567606138351,67.63725825486739
74.76136513534983,79.04668340842623,57.008036372177074,58.19606251321152,60.90428657262716,67.39551374437605,81.38321141302958,59.09212968256101,65.82539966170492,59.34139188365171
85.16852487482831,91.53379612194738,72.19678312173012,63.43026505109585,74.19128217045863,77.8153033744584,86.82034943484506,76.21490476494571,66.98676872738817,69.6146988053824
60.19375379431292,70.5659115115546,67.30311238640179,74.5734557773581,74.75300632692705,61.27824238838531,69.79630700033539,70.41420649384943,73.30780093047657,68.77409801549466
67.08128351825722,62.09575490465525,58.53011686038188,69.32465420915939,68.52185195608878,68.04280022190356,65.80531199491578,57.63863106697441,82.02745526527023,77.08638744288328
70.15440170641925,67.65235781190273,78.09613016441354,74.74465722480846,71.20883874913407,76.57260085884862,71.98531140453277,77.03324995345798,68.62256295672417,61.49613065341405
65.3844187400167,76.73894444146669,72.0306702423816,53.55258247511872,83.39854485140175,54.830060617741765,86.85407580620814,71.44100887047821,56.52974959439928,73.99850319215349
67.00768258149128,63.82856370609502,69.76563443683747,65.30341642053438,60.698747153303145,74.62764098049082,56.84541052867492,75.20808599166752,65.69700931109013,52.09009960175141
65.3139631627727,81.43835493970094,83.57392576135548,67.3693446210424,79.08994350390407,70.39384973848708,71.2996862641212,74.4570561250045,66.94396048283187,76.71069667402058
74.37315064903551,70.88615430644307,62.31101824708599,64.46701925711834,62.17264890172128,72.24745495190807,70.19105316843455,69.38390782572189,63.166967990740375,63.760981215564975
67.38311794376983,63.256310234756654,63.30777736032613,76.02807233571554,70.12539715806147,66.62051704422042,67.01212744513973,71.26692706052945,64.26734012636634,75.91600860559
64.33074098992692,74.26162162611354,60.22410615472889,67.40862530525891,64.3315989743352,71.79498955591127,74.57155541342868,64.03487152293516,70.04488536191651,60.12534588938843
62.68049070009908,56.39056182668033,70.28354284235941,75.99379888682384,63.95237931472742,64.46617219554808,51.53000188613997,68.00983884662278,71.3524240334233,72.16220840914953
89.80391214307483,62.50353200965366,72.8856093583124,68.90275955840588,85.71552284820045,88.1537609801759,59.84263922130994,67.29433942846694,73.15902376489352,73.85599609885355
55.45798316712927,73.36067242513211,70.91824927969019,76.17897536324767,70.70417850876615,61.15175767228149,66.23471501858229,72.77731231817283,77.18214648989816,72.09351947042207
